WORD	FAVOR	AGAINST	NONE	FREQ	SUPPORT
管理,交通工具	0	6	0	6	1.0
禁,龙岗	6	0	0	6	1.0
禁,靠	0	6	0	6	1.0
禁,权利	0	6	0	6	1.0
禁,收入	0	6	0	6	1.0
禁,可笑	0	6	0	6	1.0
社会,送	0	6	0	6	1.0
社会,老百姓	0	6	0	6	1.0
碳,少	0	6	0	6	1.0
百姓,解决	0	6	0	6	1.0
生存,少	0	6	0	6	1.0
爸爸,妈妈	6	0	0	6	1.0
爆竹,方式	0	6	0	6	1.0
爆竹,噪音	0	6	0	6	1.0
爆竹,产生	0	6	0	6	1.0
燃放,起	0	6	0	6	1.0
燃放,方式	0	6	0	6	1.0
然后,鼓励	0	6	0	6	1.0
烟花爆竹,倡议	0	6	0	6	1.0
炮声,少	0	6	0	6	1.0
法律依据,法律	0	6	0	6	1.0
法律依据,依据	0	6	0	6	1.0
法律,法律依据	0	6	0	6	1.0
法律,依据	0	6	0	6	1.0
汽车,买不起	0	6	0	6	1.0
标准,政府	0	6	0	6	1.0
权利,禁	0	6	0	6	1.0
春联,感受	6	0	0	6	1.0
春晚,贴	6	0	0	6	1.0
方式,爆竹	0	6	0	6	1.0
方式,燃放	0	6	0	6	1.0
文化,节日	6	0	0	6	1.0
政府,逼	0	6	0	6	1.0
政府,标准	0	6	0	6	1.0
收入,禁	0	6	0	6	1.0
支持,很	6	0	0	6	1.0
感受,春联	6	0	0	6	1.0
恐怖分子,组织	6	0	0	6	1.0
很,支持	6	0	0	6	1.0
很,她	6	0	0	6	1.0
很,只	0	6	0	6	1.0
工具,管理	0	6	0	6	1.0
少,鞭炮声	0	6	0	6	1.0
少,部门	0	6	0	6	1.0
少,起	0	6	0	6	1.0
少,碳	0	6	0	6	1.0
少,生存	0	6	0	6	1.0
少,炮声	0	6	0	6	1.0
少,保护	0	6	0	6	1.0
少,低	0	6	0	6	1.0
妈妈,爸爸	6	0	0	6	1.0
她,很	6	0	0	6	1.0
团圆,吃	6	0	0	6	1.0
噪音,爆竹	0	6	0	6	1.0
喜欢,传统节日	6	0	0	6	1.0
吃,团圆	6	0	0	6	1.0
可笑,禁	0	6	0	6	1.0
只能,那	0	6	0	6	1.0
只,很	0	6	0	6	1.0
发出,倡议	0	6	0	6	1.0
千年,几千年	6	0	0	6	1.0
千年,几千	6	0	0	6	1.0
几千年,千年	6	0	0	6	1.0
几千年,几千	6	0	0	6	1.0
几千,千年	6	0	0	6	1.0
几千,几千年	6	0	0	6	1.0
倡议,烟花爆竹	0	6	0	6	1.0
倡议,发出	0	6	0	6	1.0
保护,少	0	6	0	6	1.0
依据,法律依据	0	6	0	6	1.0
依据,法律	0	6	0	6	1.0
低,少	0	6	0	6	1.0
传统节日,喜欢	6	0	0	6	1.0
人口,鼓励	0	6	0	6	1.0
产生,霾	0	6	0	6	1.0
产生,爆竹	0	6	0	6	1.0
交通工具,管理	0	6	0	6	1.0
交警,逆行	6	0	0	6	1.0
交警,载客	6	0	0	6	1.0
买不起,汽车	0	6	0	6	1.0
鼓励,劳动力	0	5	0	5	1.0
鼓励,劳动	0	5	0	5	1.0
鼓励,动力	0	5	0	5	1.0
骑,汽车	0	5	0	5	1.0
饺子,春联	5	0	0	5	1.0
饺子,春晚	5	0	0	5	1.0
饺子,吃	5	0	0	5	1.0
餐饮业,社会	0	5	0	5	1.0
餐饮,社会	0	5	0	5	1.0
须,长春	0	0	5	5	1.0
须,避免	0	0	5	5	1.0
须,申请	0	0	5	5	1.0
须,根据	0	0	5	5	1.0
须,时间表	0	0	5	5	1.0
须,提前	0	0	5	5	1.0
须,扎堆	0	0	5	5	1.0
须,同一	0	0	5	5	1.0
须,单位	0	0	5	5	1.0
青春,超女	0	0	5	5	1.0
青春,美少女	0	0	5	5	1.0
青春,无敌	0	0	5	5	1.0
青春,少女	0	0	5	5	1.0
青春,任	0	0	5	5	1.0
霾,承诺	0	5	0	5	1.0
雾,承诺	0	5	0	5	1.0
陪,妈妈	5	0	0	5	1.0
除夕夜,传统	5	0	0	5	1.0
长春,须	0	0	5	5	1.0
部门,爆竹	0	5	0	5	1.0
部门,燃放烟花	0	5	0	5	1.0
部门,燃放	0	5	0	5	1.0
部门,放烟	0	5	0	5	1.0
那,当	0	5	0	5	1.0
那,只有	0	5	0	5	1.0
那,人口	0	5	0	5	1.0
避免,须	0	0	5	5	1.0
退休,延迟	0	5	0	5	1.0
超女,青春	0	0	5	5	1.0
超女,腿	0	0	5	5	1.0
超女,美少女	0	0	5	5	1.0
超女,无敌	0	0	5	5	1.0
超女,帅	0	0	5	5	1.0
超女,少女	0	0	5	5	1.0
超女,任	0	0	5	5	1.0
起,爆竹	0	5	0	5	1.0
贴,文化	5	0	0	5	1.0
贴,回家	5	0	0	5	1.0
贴,吃	5	0	0	5	1.0
贴,亲戚	5	0	0	5	1.0
谁,社会	0	5	0	5	1.0
计划,然后	0	5	0	5	1.0
解决,老百姓	0	5	0	5	1.0
行人,交警	5	0	0	5	1.0
蜀黍,禁	5	0	0	5	1.0
蜀黍,交警	5	0	0	5	1.0
蓝天,烧纸	0	5	0	5	1.0
节约,环保	0	5	0	5	1.0
节日,团圆	5	0	0	5	1.0
节日,吃饺子	5	0	0	5	1.0
腿,超女	0	0	5	5	1.0
腿,美少女	0	0	5	5	1.0
腿,无敌	0	0	5	5	1.0
腿,帅	0	0	5	5	1.0
腿,少女	0	0	5	5	1.0
腿,任	0	0	5	5	1.0
联合,爆竹	0	5	0	5	1.0
老百姓,解决	0	5	0	5	1.0
老百姓,买不起	0	5	0	5	1.0
美少女,青春	0	0	5	5	1.0
美少女,超女	0	0	5	5	1.0
美少女,腿	0	0	5	5	1.0
美少女,无敌	0	0	5	5	1.0
美少女,帅	0	0	5	5	1.0
美少女,少女	0	0	5	5	1.0
美少女,任	0	0	5	5	1.0
绿灯,红绿灯	5	0	0	5	1.0
绿灯,红绿	5	0	0	5	1.0
经济,政府	0	5	0	5	1.0
红绿灯,绿灯	5	0	0	5	1.0
红绿灯,红绿	5	0	0	5	1.0
红绿,绿灯	5	0	0	5	1.0
红绿,红绿灯	5	0	0	5	1.0
管理,社会	0	5	0	5	1.0
管理,懒	0	5	0	5	1.0
简直,喜欢	5	0	0	5	1.0
端午节,端午	5	0	0	5	1.0
端午,端午节	5	0	0	5	1.0
空气,噪音	0	5	0	5	1.0
秋节,传统	5	0	0	5	1.0
秋节,中秋节	5	0	0	5	1.0
秋节,中秋	5	0	0	5	1.0
禁,蜀黍	5	0	0	5	1.0
禁,疯狂	0	5	0	5	1.0
禁,烟花爆竹	0	5	0	5	1.0
禁,法律依据	0	5	0	5	1.0
禁,来源	0	0	5	5	1.0
禁,到底	0	5	0	5	1.0
禁,今年	0	5	0	5	1.0
禁,一条	0	5	0	5	1.0
社会,餐饮业	0	5	0	5	1.0
社会,餐饮	0	5	0	5	1.0
社会,谁	0	5	0	5	1.0
社会,管理	0	5	0	5	1.0
社会,对准	0	5	0	5	1.0
社会,子女	0	5	0	5	1.0
社会,外卖	0	5	0	5	1.0
社会,可	0	5	0	5	1.0
碳,今年	0	5	0	5	1.0
疯狂,禁	0	5	0	5	1.0
申请,须	0	0	5	5	1.0
生育,劳动力	0	5	0	5	1.0
生育,劳动	0	5	0	5	1.0
生育,动力	0	5	0	5	1.0
生存,环保	0	5	0	5	1.0
生存,今年	0	5	0	5	1.0
生产,政府	0	5	0	5	1.0
环境,大气	0	5	0	5	1.0
环境,倡议	0	5	0	5	1.0
环保局,爆竹	0	5	0	5	1.0
环保局,倡议	0	5	0	5	1.0
环保,节约	0	5	0	5	1.0
环保,生存	0	5	0	5	1.0
环保,大气	0	5	0	5	1.0
爸爸妈妈,爸爸	5	0	0	5	1.0
爸爸妈妈,爸妈	5	0	0	5	1.0
爸爸妈妈,妈妈	5	0	0	5	1.0
爸爸,爸爸妈妈	5	0	0	5	1.0
爸爸,爸妈	5	0	0	5	1.0
爸妈,爸爸妈妈	5	0	0	5	1.0
爸妈,爸爸	5	0	0	5	1.0
爸妈,妈妈	5	0	0	5	1.0
爆竹,部门	0	5	0	5	1.0
爆竹,起	0	5	0	5	1.0
爆竹,联合	0	5	0	5	1.0
爆竹,环保局	0	5	0	5	1.0
爆竹,每	0	5	0	5	1.0
燃放烟花,部门	0	5	0	5	1.0
燃放烟花,方式	0	5	0	5	1.0
燃放,部门	0	5	0	5	1.0
然后,计划	0	5	0	5	1.0
烧纸,蓝天	0	5	0	5	1.0
烟花爆竹,禁	0	5	0	5	1.0
烟花爆竹,产生	0	5	0	5	1.0
法律依据,禁	0	5	0	5	1.0
法律依据,媒体	0	5	0	5	1.0
法律,媒体	0	5	0	5	1.0
汽车,骑	0	5	0	5	1.0
汽车,尾气	5	0	0	5	1.0
比比皆是,比比	5	0	0	5	1.0
比比,比比皆是	5	0	0	5	1.0
每,爆竹	0	5	0	5	1.0
根据,须	0	0	5	5	1.0
来源,禁	0	0	5	5	1.0
机动车,支持	5	0	0	5	1.0
机动,支持	5	0	0	5	1.0
春联,饺子	5	0	0	5	1.0
春联,春晚	5	0	0	5	1.0
春晚,饺子	5	0	0	5	1.0
春晚,春联	5	0	0	5	1.0
时间表,须	0	0	5	5	1.0
无敌,青春	0	0	5	5	1.0
无敌,超女	0	0	5	5	1.0
无敌,腿	0	0	5	5	1.0
无敌,美少女	0	0	5	5	1.0
无敌,帅	0	0	5	5	1.0
无敌,少女	0	0	5	5	1.0
无敌,任	0	0	5	5	1.0
方式,燃放烟花	0	5	0	5	1.0
方式,放烟	0	5	0	5	1.0
方式,倡议	0	5	0	5	1.0
文化,贴	5	0	0	5	1.0
文化,吃	5	0	0	5	1.0
文化,传统节日	5	0	0	5	1.0
政府,经济	0	5	0	5	1.0
政府,生产	0	5	0	5	1.0
政府,收入	0	5	0	5	1.0
政府,懒	0	5	0	5	1.0
政府,恐怖分子	5	0	0	5	1.0
政府,分子	5	0	0	5	1.0
政府,公民	0	5	0	5	1.0
放烟,部门	0	5	0	5	1.0
放烟,方式	0	5	0	5	1.0
收入,政府	0	5	0	5	1.0
支持,机动车	5	0	0	5	1.0
支持,机动	5	0	0	5	1.0
提前,须	0	0	5	5	1.0
承诺,霾	0	5	0	5	1.0
承诺,雾	0	5	0	5	1.0
扎堆,须	0	0	5	5	1.0
懒,管理	0	5	0	5	1.0
懒,政府	0	5	0	5	1.0
恐怖分子,政府	5	0	0	5	1.0
很,单手	5	0	0	5	1.0
很,交警	5	0	0	5	1.0
当,那	0	5	0	5	1.0
延迟,退休	0	5	0	5	1.0
帅,超女	0	0	5	5	1.0
帅,腿	0	0	5	5	1.0
帅,美少女	0	0	5	5	1.0
帅,无敌	0	0	5	5	1.0
帅,少女	0	0	5	5	1.0
帅,任	0	0	5	5	1.0
尾气,汽车	5	0	0	5	1.0
就业,女性	0	5	0	5	1.0
少女,青春	0	0	5	5	1.0
少女,超女	0	0	5	5	1.0
少女,腿	0	0	5	5	1.0
少女,美少女	0	0	5	5	1.0
少女,无敌	0	0	5	5	1.0
少女,帅	0	0	5	5	1.0
少女,任	0	0	5	5	1.0
对准,社会	0	5	0	5	1.0
子女,社会	0	5	0	5	1.0
媒体,法律依据	0	5	0	5	1.0
媒体,法律	0	5	0	5	1.0
媒体,依据	0	5	0	5	1.0
妈妈,陪	5	0	0	5	1.0
妈妈,爸爸妈妈	5	0	0	5	1.0
妈妈,爸妈	5	0	0	5	1.0
女性,就业	0	5	0	5	1.0
大气,环境	0	5	0	5	1.0
大气,环保	0	5	0	5	1.0
外卖,社会	0	5	0	5	1.0
团圆饭,团圆	5	0	0	5	1.0
团圆饭,传统	5	0	0	5	1.0
团圆,节日	5	0	0	5	1.0
团圆,团圆饭	5	0	0	5	1.0
回家,贴	5	0	0	5	1.0
噪音,空气	0	5	0	5	1.0
喜欢,简直	5	0	0	5	1.0
同一,须	0	0	5	5	1.0
吃饺子,节日	5	0	0	5	1.0
吃饺子,传统节日	5	0	0	5	1.0
吃,饺子	5	0	0	5	1.0
吃,贴	5	0	0	5	1.0
吃,文化	5	0	0	5	1.0
可,社会	0	5	0	5	1.0
只有,那	0	5	0	5	1.0
单手,很	5	0	0	5	1.0
单位,须	0	0	5	5	1.0
劳动力,鼓励	0	5	0	5	1.0
劳动力,生育	0	5	0	5	1.0
劳动,鼓励	0	5	0	5	1.0
劳动,生育	0	5	0	5	1.0
动力,鼓励	0	5	0	5	1.0
动力,生育	0	5	0	5	1.0
到底,禁	0	5	0	5	1.0
分子,政府	5	0	0	5	1.0
减少,今年春节	0	5	0	5	1.0
公民,政府	0	5	0	5	1.0
倡议,环境	0	5	0	5	1.0
倡议,环保局	0	5	0	5	1.0
倡议,方式	0	5	0	5	1.0
依据,媒体	0	5	0	5	1.0
低,今年	0	5	0	5	1.0
传统节日,文化	5	0	0	5	1.0
传统节日,吃饺子	5	0	0	5	1.0
传统,除夕夜	5	0	0	5	1.0
传统,秋节	5	0	0	5	1.0
传统,团圆饭	5	0	0	5	1.0
传统,中秋节	5	0	0	5	1.0
传统,中秋	5	0	0	5	1.0
任,青春	0	0	5	5	1.0
任,超女	0	0	5	5	1.0
任,腿	0	0	5	5	1.0
任,美少女	0	0	5	5	1.0
任,无敌	0	0	5	5	1.0
任,帅	0	0	5	5	1.0
任,少女	0	0	5	5	1.0
今年春节,减少	0	5	0	5	1.0
今年,禁	0	5	0	5	1.0
今年,碳	0	5	0	5	1.0
今年,生存	0	5	0	5	1.0
今年,低	0	5	0	5	1.0
人口,那	0	5	0	5	1.0
亲戚,贴	5	0	0	5	1.0
产生,烟花爆竹	0	5	0	5	1.0
交警,行人	5	0	0	5	1.0
交警,蜀黍	5	0	0	5	1.0
交警,很	5	0	0	5	1.0
买不起,老百姓	0	5	0	5	1.0
中秋节,秋节	5	0	0	5	1.0
中秋节,传统	5	0	0	5	1.0
中秋节,中秋	5	0	0	5	1.0
中秋,秋节	5	0	0	5	1.0
中秋,传统	5	0	0	5	1.0
中秋,中秋节	5	0	0	5	1.0
一条,禁	0	5	0	5	1.0
禁,社会	0	20	1	21	0.952381
社会,禁	0	20	1	21	0.952381
少,倡议	1	13	0	14	0.928571
倡议,少	1	13	0	14	0.928571
谁,禁	1	12	0	13	0.923077
禁,谁	1	12	0	13	0.923077
禁,懒	0	12	1	13	0.923077
懒,禁	0	12	1	13	0.923077
禁,百姓	0	22	2	24	0.916667
百姓,禁	0	22	2	24	0.916667
禁,工具	0	11	1	12	0.916667
工具,禁	0	11	1	12	0.916667
饺子,贴	10	1	0	11	0.909091
通工,禁	0	10	1	11	0.909091
贴,饺子	10	1	0	11	0.909091
禁,通工	0	10	1	11	0.909091
禁,交通工具	0	10	1	11	0.909091
社会,只	1	10	0	11	0.909091
爆竹,倡议	0	10	1	11	0.909091
晚婚,取消	0	10	1	11	0.909091
只,社会	1	10	0	11	0.909091
取消,晚婚	0	10	1	11	0.909091
倡议,爆竹	0	10	1	11	0.909091
交通工具,禁	0	10	1	11	0.909091
餐饮业,餐饮	2	18	0	20	0.9
餐饮业,送	2	18	0	20	0.9
餐饮业,行车	2	18	0	20	0.9
餐饮业,自行车	2	18	0	20	0.9
餐饮业,自行	2	18	0	20	0.9
餐饮业,禁	2	18	0	20	0.9
餐饮业,对准	2	18	0	20	0.9
餐饮业,外卖	2	18	0	20	0.9
餐饮业,可	2	18	0	20	0.9
餐饮业,只	2	18	0	20	0.9
餐饮,餐饮业	2	18	0	20	0.9
餐饮,送	2	18	0	20	0.9
餐饮,对准	2	18	0	20	0.9
餐饮,可	2	18	0	20	0.9
餐饮,只	2	18	0	20	0.9
送,餐饮业	2	18	0	20	0.9
送,餐饮	2	18	0	20	0.9
送,行车	2	18	0	20	0.9
送,自行车	2	18	0	20	0.9
送,自行	2	18	0	20	0.9
送,对准	2	18	0	20	0.9
送,可	2	18	0	20	0.9
送,只	2	18	0	20	0.9
行车,餐饮业	2	18	0	20	0.9
行车,送	2	18	0	20	0.9
行车,对准	2	18	0	20	0.9
自行车,餐饮业	2	18	0	20	0.9
自行车,送	2	18	0	20	0.9
自行车,对准	2	18	0	20	0.9
自行,餐饮业	2	18	0	20	0.9
自行,送	2	18	0	20	0.9
自行,对准	2	18	0	20	0.9
禁,餐饮业	2	18	0	20	0.9
禁,对准	2	18	0	20	0.9
对准,餐饮业	2	18	0	20	0.9
对准,餐饮	2	18	0	20	0.9
对准,送	2	18	0	20	0.9
对准,行车	2	18	0	20	0.9
对准,自行车	2	18	0	20	0.9
对准,自行	2	18	0	20	0.9
对准,禁	2	18	0	20	0.9
对准,外卖	2	18	0	20	0.9
对准,可	2	18	0	20	0.9
对准,只	2	18	0	20	0.9
外卖,餐饮业	2	18	0	20	0.9
外卖,对准	2	18	0	20	0.9
外卖,可	2	18	0	20	0.9
外卖,只	2	18	0	20	0.9
可,餐饮业	2	18	0	20	0.9
可,餐饮	2	18	0	20	0.9
可,送	2	18	0	20	0.9
可,对准	2	18	0	20	0.9
可,外卖	2	18	0	20	0.9
只,餐饮业	2	18	0	20	0.9
只,餐饮	2	18	0	20	0.9
只,送	2	18	0	20	0.9
只,对准	2	18	0	20	0.9
只,外卖	2	18	0	20	0.9
霾,减少	0	9	1	10	0.9
铁站,地铁站	9	0	1	10	0.9
铁站,地铁	9	0	1	10	0.9
组织,分子	9	0	1	10	0.9
环境,今年春节	0	9	1	10	0.9
燃放烟花,烟花爆竹	1	9	0	10	0.9
烟花爆竹,燃放烟花	1	9	0	10	0.9
烟花爆竹,放烟	1	9	0	10	0.9
断崖,式	0	9	1	10	0.9
断崖,减少	0	9	1	10	0.9
放烟,烟花爆竹	1	9	0	10	0.9
式,断崖	0	9	1	10	0.9
式,减少	0	9	1	10	0.9
地铁站,铁站	9	0	1	10	0.9
地铁站,地铁	9	0	1	10	0.9
地铁,铁站	9	0	1	10	0.9
地铁,地铁站	9	0	1	10	0.9
地铁,交警	9	0	1	10	0.9
分子,组织	9	0	1	10	0.9
减少,霾	0	9	1	10	0.9
减少,断崖	0	9	1	10	0.9
减少,式	0	9	1	10	0.9
减少,今年	0	9	1	10	0.9
今年春节,环境	0	9	1	10	0.9
今年,减少	0	9	1	10	0.9
交警,地铁	9	0	1	10	0.9
逼,禁	1	8	0	9	0.888889
禁,逼	1	8	0	9	0.888889
禁,只能	0	8	1	9	0.888889
碳,低	1	8	0	9	0.888889
直撞,横冲直撞	8	1	0	9	0.888889
直撞,横冲	8	1	0	9	0.888889
百姓,政府	1	8	0	9	0.888889
环保,保护	0	8	1	9	0.888889
燃放,倡议	0	8	1	9	0.888889
横冲直撞,直撞	8	1	0	9	0.888889
横冲直撞,横冲	8	1	0	9	0.888889
横冲,直撞	8	1	0	9	0.888889
横冲,横冲直撞	8	1	0	9	0.888889
春晚,传统	8	0	1	9	0.888889
政府,百姓	1	8	0	9	0.888889
只能,禁	0	8	1	9	0.888889
倡议,燃放	0	8	1	9	0.888889
保护,环保	0	8	1	9	0.888889
低,碳	1	8	0	9	0.888889
传统,春晚	8	0	1	9	0.888889
饺子,传统	15	0	2	17	0.882353
传统,饺子	15	0	2	17	0.882353
文化,传统	21	2	1	24	0.875
传统,文化	21	2	1	24	0.875
节日,中华民族	7	0	1	8	0.875
节日,中华	7	0	1	8	0.875
经济,禁	0	7	1	8	0.875
穷人,禁	0	7	1	8	0.875
禁,经济	0	7	1	8	0.875
禁,穷人	0	7	1	8	0.875
禁,横冲	7	1	0	8	0.875
禁,少	1	7	0	8	0.875
禁,买不起	0	7	1	8	0.875
碳,环保	1	7	0	8	0.875
